162932,0,217.946,0.0,0.0,0,0,-0.35
162934,2.0,218.554,18.066386,18.076613,9.038307,4.519154,-81.44424
162935,3.0,219.032,9.899903,9.911436,9.911436,0.873129,-22.57672
162936,4.0,219.133,10.461668,10.462156,10.462156,0.55072,-9.67668
162937,5.0,218.821,10.525366,10.529989,10.529989,0.067833,2.07802
162938,6.0,218.958,9.921595,9.922541,9.922541,-0.607448,3.32743
162939,7.0,219.08,9.229602,9.230409,9.230409,-0.692132,3.52609
162940,8.0,219.003,7.868058,7.868435,7.868435,-1.361974,6.94356
162941,9.0,219.08,6.448068,6.448528,6.448528,-1.419907,5.03322
162942,10.0,218.684,6.586593,6.598487,6.598487,0.149959,1.9069
162943,11.0,219.133,6.225142,6.241314,6.241314,-0.357173,-2.61844
162944,12.0,218.546,6.90022,6.925143,6.925143,0.683829,0.87354
162945,13.0,218.845,6.897532,6.904009,6.904009,-0.021134,-3.55449
162946,14.0,217.991,5.481941,5.548062,5.548062,-1.355947,9.22086
162947,15.0,217.756,3.271481,3.27991,3.27991,-2.268152,5.49325
162948,16.0,217.703,1.768368,1.769162,1.769162,-1.510748,1.62172
162949,17.0,218.456,2.148101,2.276258,2.276258,0.507096,-16.08619
162950,18.0,219.445,2.714056,2.888636,2.888636,0.612378,-21.52671
162951,19.0,220.327,4.430615,4.517552,4.517552,1.628916,-29.73666
162952,20.0,219.97,5.327565,5.339513,5.339513,0.821961,-3.64801
162953,21.0,220.367,6.683915,6.695695,6.695695,1.356182,-23.17504
162954,22.0,221.4,8.236022,8.300551,8.300551,1.604856,-42.6668
162955,23.0,221.255,8.906573,8.907753,8.907753,0.607202,-10.92815
162956,24.0,221.712,9.810687,9.821325,9.821325,0.913572,-22.83368
162957,25.0,222.534,10.593449,10.625293,10.625293,0.803968,-28.50248
162958,26.0,221.78,11.280697,11.305868,11.305868,0.680575,0.68258
162959,27.0,221.728,12.029866,12.029979,12.029979,0.724111,-20.42743
163000,28.0,221.286,12.906186,12.913752,12.913752,0.883773,-19.39679
163001,29.0,221.384,13.576151,13.576504,13.576504,0.662752,-15.24071
163002,30.0,221.529,14.237344,14.238083,14.238083,0.661579,-17.10228
163003,31.0,221.728,14.805832,14.807169,14.807169,0.569086,-16.37954
163004,32.0,221.963,16.476078,16.477754,16.477754,1.670585,-54.29774
163005,33.0,222.497,16.465398,16.474055,16.474055,-0.003699,-6.99709
163007,35.0,223.736,36.630223,36.651172,18.325586,0.925765,-42.10612
163008,36.0,223.067,17.608323,17.621027,17.621027,-0.704559,7.51323
163009,37.0,223.72,17.812274,17.824239,17.824239,0.203212,-16.89546
163010,38.0,224.285,18.138302,18.1471,18.1471,0.322861,-19.6862
163011,39.0,224.383,18.352345,18.352607,18.352607,0.205507,-6.99436
163012,40.0,224.634,18.378104,18.379818,18.379818,0.027211,-5.82998
163013,41.0,224.787,18.218919,18.219561,18.219561,-0.160257,-3.15159
163014,42.0,225.517,17.953392,17.968227,17.968227,-0.251334,-5.19711
163015,43.0,225.691,18.059484,18.060323,18.060323,0.092096,-5.71065
163016,44.0,225.791,18.192088,18.192363,18.192363,0.13204,-5.86243
163017,45.0,225.828,18.298148,18.298186,18.298186,0.105823,-5.36079
163018,46.0,225.496,18.298152,18.301163,18.301163,0.002977,-2.22401
163019,47.0,225.319,18.059498,18.060365,18.060365,-0.240798,-0.31409
163020,48.0,225.083,17.847385,17.848946,17.848946,-0.211419,-0.08422
163021,49.0,224.801,17.47948,17.481754,17.481754,-0.367192,2.06906
163022,50.0,224.779,17.231317,17.231331,17.231331,-0.250423,-0.33161
163023,51.0,224.801,17.186648,17.186662,17.186662,-0.044669,-2.55756
