date,hh,state,distance,consumption
2020-03-05 07:45:00,103.75,home,0.0,0.0
2020-03-05 08:00:00,104.0,home,0.0,0.0
2020-03-05 08:15:00,104.25,home,0.0,0.0
2020-03-05 08:30:00,104.5,home,0.0,0.0
2020-03-05 08:45:00,104.75,home,0.0,0.0
2020-03-05 09:00:00,105.0,home,0.0,0.0
2020-03-05 09:15:00,105.25,home,0.0,0.0
2020-03-05 09:30:00,105.5,home,0.0,0.0
2020-03-05 09:45:00,105.75,home,0.0,0.0
2020-03-05 10:00:00,106.0,driving,3.0,0.690744827685435
2020-03-05 10:15:00,106.25,driving,3.0,0.690744827685435
2020-03-05 10:30:00,106.5,driving,3.0,0.690744827685435
2020-03-05 10:45:00,106.75,shopping,0.0,0.0
2020-03-05 11:00:00,107.0,shopping,0.0,0.0
2020-03-05 11:15:00,107.25,shopping,0.0,0.0
2020-03-05 11:30:00,107.5,shopping,0.0,0.0
2020-03-05 11:45:00,107.75,shopping,0.0,0.0
2020-03-05 12:00:00,108.0,shopping,0.0,0.0
2020-03-05 12:15:00,108.25,shopping,0.0,0.0
2020-03-05 12:30:00,108.5,driving,1.0,0.6107392615422299
2020-03-05 12:45:00,108.75,home,0.0,0.0
2020-03-05 13:00:00,109.0,home,0.0,0.0
2020-03-05 13:15:00,109.25,home,0.0,0.0
2020-03-05 13:30:00,109.5,home,0.0,0.0
2020-03-05 13:45:00,109.75,home,0.0,0.0
2020-03-05 14:00:00,110.0,home,0.0,0.0
2020-03-05 14:15:00,110.25,home,0.0,0.0
2020-03-05 14:30:00,110.5,home,0.0,0.0
2020-03-05 14:45:00,110.75,driving,6.0,0.9181213410033412
2020-03-05 15:00:00,111.0,leisure,0.0,0.0
2020-03-05 15:15:00,111.25,leisure,0.0,0.0
2020-03-05 15:30:00,111.5,leisure,0.0,0.0
2020-03-05 15:45:00,111.75,leisure,0.0,0.0
2020-03-05 16:00:00,112.0,leisure,0.0,0.0
2020-03-05 16:15:00,112.25,leisure,0.0,0.0
2020-03-05 16:30:00,112.5,leisure,0.0,0.0
2020-03-05 16:45:00,112.75,leisure,0.0,0.0
2020-03-05 17:00:00,113.0,leisure,0.0,0.0
2020-03-05 17:15:00,113.25,leisure,0.0,0.0
2020-03-05 17:30:00,113.5,leisure,0.0,0.0
2020-03-05 17:45:00,113.75,leisure,0.0,0.0
2020-03-05 18:00:00,114.0,leisure,0.0,0.0
2020-03-05 18:15:00,114.25,leisure,0.0,0.0
2020-03-05 18:30:00,114.5,leisure,0.0,0.0
2020-03-05 18:45:00,114.75,leisure,0.0,0.0
2020-03-05 19:00:00,115.0,leisure,0.0,0.0
2020-03-05 19:15:00,115.25,leisure,0.0,0.0
2020-03-05 19:30:00,115.5,leisure,0.0,0.0
2020-03-05 19:45:00,115.75,leisure,0.0,0.0
2020-03-05 20:00:00,116.0,leisure,0.0,0.0
2020-03-05 20:15:00,116.25,leisure,0.0,0.0
2020-03-05 20:30:00,116.5,leisure,0.0,0.0
2020-03-05 20:45:00,116.75,leisure,0.0,0.0
2020-03-05 21:00:00,117.0,leisure,0.0,0.0
2020-03-05 21:15:00,117.25,driving,5.0,0.9554620886010294
2020-03-05 21:30:00,117.5,driving,5.0,0.9554620886010294
2020-03-05 21:45:00,117.75,home,0.0,0.0
2020-03-05 22:00:00,118.0,home,0.0,0.0
2020-03-05 22:15:00,118.25,home,0.0,0.0
2020-03-05 22:30:00,118.5,home,0.0,0.0
2020-03-05 22:45:00,118.75,home,0.0,0.0
2020-03-05 23:00:00,119.0,home,0.0,0.0
2020-03-05 23:15:00,119.25,home,0.0,0.0
2020-03-05 23:30:00,119.5,home,0.0,0.0
2020-03-05 23:45:00,119.75,home,0.0,0.0
2020-03-06 00:00:00,120.0,home,0.0,0.0
2020-03-06 00:15:00,120.25,home,0.0,0.0
2020-03-06 00:30:00,120.5,home,0.0,0.0
2020-03-06 00:45:00,120.75,home,0.0,0.0
2020-03-06 01:00:00,121.0,home,0.0,0.0
2020-03-06 01:15:00,121.25,home,0.0,0.0
2020-03-06 01:30:00,121.5,home,0.0,0.0
2020-03-06 01:45:00,121.75,home,0.0,0.0
2020-03-06 02:00:00,122.0,home,0.0,0.0
2020-03-06 02:15:00,122.25,home,0.0,0.0
2020-03-06 02:30:00,122.5,home,0.0,0.0
2020-03-06 02:45:00,122.75,home,0.0,0.0
2020-03-06 03:00:00,123.0,home,0.0,0.0
2020-03-06 03:15:00,123.25,home,0.0,0.0
2020-03-06 03:30:00,123.5,home,0.0,0.0
2020-03-06 03:45:00,123.75,home,0.0,0.0
2020-03-06 04:00:00,124.0,home,0.0,0.0
2020-03-06 04:15:00,124.25,home,0.0,0.0
2020-03-06 04:30:00,124.5,home,0.0,0.0
2020-03-06 04:45:00,124.75,home,0.0,0.0
2020-03-06 05:00:00,125.0,home,0.0,0.0
2020-03-06 05:15:00,125.25,home,0.0,0.0
