134035,0,1759.98379669193,0.0,0.0,0,0,-0.35
134036,1.0,1759.91869400258,5.662923,5.663297,5.663297,5.663297,-61.56882
134038,3.0,1759.86600922135,6.937283,6.937483,3.468742,-1.097278,2.23462
134042,7.0,1759.59085459053,14.253921,14.256576,3.564144,0.02385,0.28471
134043,8.0,1759.49245887177,6.252453,6.253227,6.253227,2.689083,-32.24188
134045,10.0,1759.2828385979,14.560207,14.561716,7.280858,0.513815,-7.71124
134048,13.0,1758.81641062507,20.496661,20.501967,6.833989,-0.148956,1.6974
134050,15.0,1758.57242774384,13.075712,13.077988,6.538994,-0.147498,1.4518
134055,20.0,1758.29844174634,19.693366,19.695272,3.939054,-0.519988,1.44308
134057,22.0,1758.24243586363,4.993379,4.993693,2.496846,-0.721104,1.02893
134101,26.0,1758.25892545133,26.045261,26.045266,6.511316,1.003618,-10.85364
134103,28.0,1758.371812976,22.098862,22.099151,11.049575,2.269129,-45.14473
134105,30.0,1758.70521340208,25.625942,25.628111,12.814056,0.882241,-20.72523
134109,34.0,1760.76195040298,62.870568,62.904201,15.72605,0.727999,-28.42754
134114,39.0,1763.95962049954,90.015284,90.072063,18.014413,0.457673,-25.8434
134116,41.0,1765.14186409469,38.284709,38.302959,19.151479,0.568533,-30.64154
134126,51.0,1769.12286861099,196.734023,196.774298,19.67743,0.052595,-8.73312
134134,59.0,1768.68028388617,168.382914,168.383495,21.047937,0.171313,-9.44592
134135,60.0,1768.80492071719,21.413899,21.414261,21.414261,0.366324,-17.78688
134146,71.0,1771.20248680055,237.331173,237.343283,21.576662,0.014764,-9.85662
134149,74.0,1774.0745769348,64.322962,64.387051,21.46235,-0.038104,-16.89189
134155,80.0,1773.67757969996,119.392135,119.392795,19.898799,-0.260592,-2.88784
134158,83.0,1770.3443459741,56.88036,56.977942,18.992647,-0.302051,4.33038
134209,94.0,1780.34745897045,206.839872,207.081614,18.825601,-0.015186,-15.18875
134216,101.0,1778.80606557711,130.190522,130.199646,18.599949,-0.032236,-3.02589
134220,105.0,1765.93279930348,74.170926,75.279793,18.819948,0.055,12.3714
134225,110.0,1756.09464635022,93.52722,94.043236,18.808647,-0.00226,6.07854
134228,113.0,1756.19514109105,56.442744,56.442834,18.814278,0.001877,-5.03586
134230,115.0,1756.47721372122,37.690458,37.691513,18.845757,0.01574,-5.81513
134238,123.0,1759.49681419095,145.515183,145.54651,18.193314,-0.081555,-5.36321
134242,127.0,1761.80935423278,59.354474,59.399507,14.849877,-0.835859,2.91493
134244,129.0,1762.6539757259,23.981295,23.996164,11.998082,-1.425897,8.20805
134248,133.0,1762.63209181144,41.632485,41.632491,10.408123,-0.39749,3.04218
134250,135.0,1761.71595166158,22.960108,22.978378,11.489189,0.540533,-0.13982
134251,136.0,1761.16764961983,13.79009,13.800986,13.800986,2.311797,-57.04034
134256,141.0,1759.06796121024,74.145381,74.175105,14.835021,0.206807,-0.27942
134300,145.0,1757.22927906508,71.343954,71.367643,17.841911,0.751723,-30.71522
134304,149.0,1756.68850768654,77.518245,77.520131,19.380033,0.38453,-28.84122
134306,151.0,1756.75553639582,39.045928,39.045986,19.522993,0.07148,-6.66754
134308,153.0,1757.89160448363,38.458927,38.475702,19.237851,-0.142571,-6.93693
134310,155.0,1759.40090748632,39.016338,39.04552,19.52276,0.142454,-18.56036
134315,160.0,1764.08840331281,99.304593,99.415163,19.883033,0.072055,-19.64669
134320,165.0,1768.96182462271,102.59886,102.714538,20.542908,0.131975,-23.22056
134321,166.0,1769.17556827837,20.7741,20.7752,20.7752,0.232292,-13.25213
134329,174.0,1771.17311182284,168.17379,168.185653,21.023207,0.031001,-9.43331
134330,175.0,1770.90538947066,20.401764,20.403521,20.403521,-0.619686,1.76733
134332,177.0,1770.08974931692,39.352862,39.361314,19.680657,-0.361432,0.36719
134335,180.0,1771.48750265244,55.036995,55.054741,18.35158,-0.443026,-2.28745
134338,183.0,1772.85313240608,51.872712,51.890685,17.296895,-0.351562,-2.23139
134340,185.0,1771.77915681684,34.488946,34.505664,17.252832,-0.022032,0.08725
134342,187.0,1769.49634547321,35.087218,35.161401,17.5807,0.163934,1.24541
134347,192.0,1765.38312246088,78.229639,78.337699,15.66754,-0.382632,6.35362
134350,195.0,1764.03683192402,36.80759,36.832203,12.277401,-1.130046,11.15032
134353,198.0,1763.04075507465,21.691366,21.714224,7.238075,-1.679775,8.99448
134355,200.0,1762.5748452184,19.955265,19.960703,9.980351,1.371138,-25.22219
134359,204.0,1761.71848118392,55.271155,55.277789,13.819447,0.959774,-27.96291
134402,207.0,1760.7545840451,55.135085,55.14351,18.38117,1.520574,-61.96805
134405,210.0,1759.39664497423,63.763932,63.77839,21.259463,0.959431,-52.14752
134408,213.0,1757.72404685837,65.407609,65.428992,21.809664,0.1834,-7.98091
134412,217.0,1756.80299936783,79.07228,79.077645,19.769411,-0.510063,0.94845
134413,218.0,1756.80232351544,16.41781,16.41781,16.41781,-3.351601,28.75334
134416,221.0,1756.72808972711,43.334057,43.33412,14.444707,-0.657701,4.92409
134418,223.0,1756.65453145204,28.602621,28.602715,14.301358,-0.071675,0.32229
134420,225.0,1756.69594708096,26.56187,26.561902,13.280951,-0.510203,3.95684
134423,228.0,1757.06607489659,33.54149,33.543532,11.181177,-0.699925,4.51313
134426,231.0,1757.23628241636,18.777849,18.778621,6.25954,-1.640546,5.67934
134427,232.0,1757.23374950629,2.75443,2.754432,2.754432,-3.505108,5.33675
134429,234.0,1757.26560878106,5.474819,5.474912,2.737456,-0.008488,-0.19491
134433,238.0,1757.68598672233,34.009196,34.011794,8.502949,1.441373,-22.8441
134435,240.0,1757.76114065638,26.892328,26.892433,13.446217,2.471634,-60.02868
134439,244.0,1757.51996073257,69.540914,69.541332,17.385333,0.984779,-44.23332
134443,248.0,1762.69443789709,87.141632,87.295127,21.823782,1.109612,-70.83485
134447,252.0,1765.93745227008,102.090379,102.141874,25.535469,0.927922,-64.04546
134452,257.0,1766.55458473965,143.641959,143.643284,28.728657,0.638638,-44.26784
134458,263.0,1759.78399269221,179.70138,179.828883,29.97148,0.207137,-21.05588
134505,270.0,1757.2049602375,206.99408,207.010147,29.572878,-0.056943,-19.94075
134511,276.0,1757.04670177289,180.08939,180.08946,30.01491,0.073672,-24.99032
134517,282.0,1754.24214892405,189.082146,189.102944,31.517157,0.250375,-29.14879
134524,289.0,1749.32437199486,222.568014,222.622338,31.803191,0.040862,-24.79948
134535,300.0,1748.82997598962,342.906796,342.907152,31.173377,-0.057256,-25.23408
134545,310.0,1745.70609791373,307.627291,307.643152,30.764315,-0.040906,-23.11847
134547,312.0,1745.56637723326,60.862349,60.862509,30.431255,-0.16653,-21.56409
134554,319.0,1745.92522497281,208.558302,208.558611,29.794087,-0.091024,-22.15627
134557,322.0,1745.92549314217,88.990854,88.990854,29.663618,-0.04349,-22.39121
134600,325.0,1746.00661067045,88.541146,88.541183,29.513728,-0.049963,-22.11236
134604,329.0,1746.46742604868,118.047556,118.048455,29.512114,-0.000404,-23.42089
134608,333.0,1746.3581924503,117.617859,117.61791,29.404477,-0.026909,-21.96231
134612,337.0,1745.96216640836,112.744862,112.745557,28.186389,-0.304522,-14.62516
134615,340.0,1748.32812410332,85.424793,85.457551,28.48585,0.09982,-26.98582
