192910,0,457.809599,0.0,0.0,0,0,-0.35,-2.14632,-6.6,325.2
192912,2.0,458.114399,7.803309,7.80926,3.90463,1.952315,-17.08626,-0.06462,-0.2,323.1
192914,4.0,457.809599,1.201685,1.239738,0.619869,-1.642381,1.17156,-0.45234,-1.4,323.1
192916,6.0,458.114399,0.284576,0.416997,0.208498,-0.205686,-0.30702,-0.35552,-1.1,323.2
192918,8.0,458.114399,0.333585,0.333585,0.166792,-0.020853,-0.33363,-0.35552,-1.1,323.2
192920,10.0,457.199999,0.177556,0.931479,0.46574,0.149474,-0.62137,-0.35552,-1.1,323.2
192922,12.0,458.114399,0.239455,0.945233,0.472617,0.003438,-0.3103,-0.35552,-1.1,323.2
192924,14.0,458.419199,0.111195,0.324449,0.162225,-0.155196,-0.32134,-0.35563,-1.1,323.3
192926,16.0,457.504799,0.284576,0.957659,0.478829,0.158302,-0.6373,-0.35552,-1.1,323.2
192928,18.0,458.114399,1.334339,1.466995,0.733497,0.127334,-6.19308,-0.35552,-1.1,323.2
192930,20.0,458.419199,1.301199,1.336422,0.668211,-0.032643,-3.04981,-0.35552,-1.1,323.2
192932,22.0,457.809599,1.094782,1.25306,0.62653,-0.020841,1.45843,-0.35552,-1.1,323.2
192934,24.0,456.895199,0.99416,1.350734,0.675367,0.024419,2.31883,-0.35574,-1.1,323.4
192936,26.0,457.199999,0.798359,0.854564,0.427282,-0.124042,-0.28229,-0.35552,-1.1,323.2
192938,28.0,458.114399,0.67305,1.135396,0.567698,0.070208,-9.07195,-0.35563,-1.1,323.3
192940,30.0,458.114399,0.583638,0.583638,0.291819,-0.137939,-0.30139,-0.35563,-1.1,323.3
192942,32.0,457.504799,0.44478,0.754613,0.377307,0.042744,-0.32697,-0.35563,-1.1,323.3
192944,34.0,457.809599,0.111195,0.324449,0.162225,-0.107541,-0.32586,-0.35563,-1.1,323.3
192946,36.0,457.809599,0.22239,0.22239,0.111195,-0.025515,-0.33878,-0.35574,-1.1,323.4
192948,38.0,457.504799,0.0,0.3048,0.0,-0.055597,-0.35,-0.35563,-1.1,323.3
192950,40.0,457.199999,0.177556,0.352745,0.176373,0.088187,-0.34392,-0.35585,-1.1,323.5
192952,42.0,457.809599,0.266333,0.665241,0.332621,0.078124,-0.33658,-0.4529,-1.4,323.5
192954,44.0,458.419199,0.443889,0.754089,0.377044,0.022211,-0.32247,-3.8352,-12.0,319.6
192956,46.0,457.199999,1.78943,2.165296,1.082648,0.352802,3.01397,-3.03714,-9.4,323.1
192958,48.0,457.809599,3.85772,3.905588,1.952794,0.435073,-7.32086,-0.41977,-1.3,322.9
193000,50.0,458.419199,4.805594,4.844105,2.422052,0.234629,-6.62809,-3.8448,-12.0,320.4
193002,52.0,458.419199,2.244375,2.244375,1.122187,-0.649932,0.17287,-4.1743,-13.0,321.1
193004,54.0,458.114399,4.193685,4.204747,2.102374,0.490093,0.10415,-3.8448,-12.0,320.4
193006,56.0,457.504799,19.858391,19.867745,9.933873,3.91575,-74.41984,-7.11593,-22.3,319.1
193008,58.0,457.809599,15.727858,15.730811,7.865406,-1.034234,4.30603,-4.87616,-15.2,320.8
193010,60.0,456.895199,18.053088,18.076231,9.038116,0.586355,0.10415,3.08845,9.5,325.1
193012,62.0,456.285599,19.771586,19.780981,9.890491,0.426188,-0.01502,3.251,10.0,325.1
193014,64.0,455.675999,19.339503,19.349108,9.674554,-0.107969,3.02648,2.34072,7.2,325.1
193016,66.0,454.761599,20.544128,20.564467,10.282234,0.30384,1.55434,3.55013,10.9,325.7
193018,68.0,452.932799,20.940574,21.020279,10.51014,0.113953,5.33514,2.8188,8.7,324.0
193020,70.0,452.627999,19.919614,19.921945,9.960973,-0.274584,3.18257,-6.79036,-21.2,320.3
193022,72.0,452.323199,18.532643,18.535149,9.267575,-0.346699,3.36232,-6.50615,-20.3,320.5
193024,74.0,452.323199,20.978842,20.978842,10.489421,0.610923,-16.76968,-9.13458,-29.4,310.7
193026,76.0,453.237599,20.24443,20.26507,10.132535,-0.178443,-1.95441,-18.2526,-58.0,314.7
193028,78.0,455.675999,19.289638,19.443146,9.721573,-0.205481,-16.46558,-12.5452,-39.7,316.0
193030,80.0,457.199999,21.421807,21.475949,10.737974,0.508201,-21.78111,-11.6809,-37.0,315.7
193032,82.0,456.895199,23.068324,23.070337,11.535169,0.398598,-10.84551,-13.11266,-41.8,313.7
193034,84.0,458.114399,22.466736,22.499793,11.249896,-0.142637,-4.70037,-20.1699,-65.7,307.0
193036,86.0,459.943199,19.409038,19.495006,9.747503,-0.751196,-0.28301,-25.95429,-87.3,297.3
193038,88.0,463.295999,16.431214,16.769796,8.384898,-0.681303,-18.5938,-37.41144,-122.1,306.4
193040,90.0,465.429599,17.010346,17.143633,8.571816,0.093459,-19.55972,-24.2793,-79.5,305.4
193042,92.0,467.258399,16.865693,16.964555,8.482277,-0.04477,-14.34435,-26.60472,-87.2,305.1
193044,94.0,469.391999,16.550524,16.687483,8.343742,-0.069268,-16.95167,-25.84356,-84.9,304.4
193046,96.0,472.135199,17.18542,17.402983,8.701491,0.178875,-26.8577,-28.34228,-92.2,307.4
193048,98.0,474.573599,14.912346,15.110389,7.555195,-0.573148,-12.851,-19.68152,-62.8,313.4
193050,100.0,476.097599,11.297529,11.399857,5.699928,-0.927633,-2.87056,-13.11557,-43.3,302.9
193052,102.0,478.231199,9.082172,9.329421,4.66471,-0.517609,-14.74162,-27.53119,-89.3,308.3
193054,104.0,480.974399,8.556384,8.985369,4.492684,-0.086013,-24.65346,-14.28408,-45.9,311.2
193056,106.0,481.583999,8.888757,8.909636,4.454818,-0.018933,-4.70757,-22.7423,-74.2,306.5
193058,108.0,484.022399,13.952467,14.163937,7.081969,1.313576,-39.81311,-24.17496,-78.9,306.4
193100,110.0,486.460799,20.233902,20.380299,10.190149,1.55409,-51.25804,-16.68205,-53.9,309.5
193102,112.0,487.070399,21.368151,21.376845,10.688422,0.249136,-7.51532,-10.37961,-33.3,311.7
193104,114.0,487.375199,16.663197,16.665985,8.332992,-1.177715,5.34591,-27.87489,-92.7,300.7
193106,116.0,489.813599,12.691445,12.923566,6.461783,-0.935604,-9.91076,-31.09183,-104.3,298.1
193108,118.0,491.947199,16.373421,16.511849,8.255925,0.897071,-32.66981,-36.01626,-121.8,295.7
193110,120.0,494.995199,17.806138,18.065128,9.032564,0.388319,-33.47652,-25.49365,-84.5,301.7
193112,122.0,497.433599,15.899583,16.085476,8.042738,-0.494913,-13.33617,-25.22632,-84.2,299.6
193114,124.0,498.652799,17.735923,17.777779,8.888889,0.423075,-16.42367,-32.75334,-109.8,298.3
193116,126.0,500.176799,20.281891,20.339067,10.169534,0.640322,-24.15019,-26.47346,-87.4,302.9
193118,128.0,503.224799,21.385645,21.601762,10.800881,0.315674,-32.41141,-20.50808,-65.9,311.2
193120,130.0,505.358399,19.007592,19.126966,9.563483,-0.618699,-5.91293,-4.6546,-14.8,314.5
193122,132.0,505.967999,13.375816,13.3897,6.69485,-1.434317,4.15052,-2.04035,-6.5,313.9
193124,134.0,506.882399,7.182463,7.240435,3.620218,-1.537316,0.60213,-12.88224,-42.6,302.4
193126,136.0,508.406399,6.770775,6.940171,3.470086,-0.075066,-13.48654,-30.14202,-101.9,295.8
193128,138.0,509.625599,14.735432,14.785784,7.392892,1.961403,-38.15366,-36.46222,-123.1,296.2
193130,140.0,513.587999,19.713544,20.10782,10.05391,1.330509,-61.17838,-35.96925,-120.5,298.5
193132,142.0,515.416799,23.060554,23.132956,11.566478,0.756284,-30.7316,-27.87414,-93.1,299.4
193134,144.0,517.550399,25.03937,25.130108,12.565054,0.499288,-28.51632,-19.92264,-64.6,308.4
193136,146.0,517.855199,26.309257,26.311022,13.155511,0.295228,-6.28357,-8.28414,-26.1,317.4
193138,148.0,517.245599,25.644214,25.651459,12.825729,-0.164891,3.67853,8.68686,27.3,318.2
193140,150.0,516.026399,20.8498,20.885416,10.442708,-1.19151,11.54508,3.0248,9.5,318.4
193142,152.0,515.111999,16.490469,16.515802,8.257901,-1.092403,8.3664,-0.945,-3.0,315.0
